test_donor,seed,scenario,protein,mask_seed,mask_source,n_masked_proteins
P5,42,marker_tcell,TCR-1,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,CD27,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,TCR-2,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,TCR-V-7.2,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,TCR-V-2,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,TCR-V-9,,legacy_v33_deterministic_feature_mask,15
P5,42,marker_tcell,TCR-V-24-J-18,,legacy_v33_deterministic_feature_mask,15
P5,42,rna_only,CD80,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD86,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD274,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD273,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD275-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD11b-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Galectin-9,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD270,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD252,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD155,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD112,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD47,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD70,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD30,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD48,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD40,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD154,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD52,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD3-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD4-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD8,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD56-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD45-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD3-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD19,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD11c,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD34,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD138-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD269,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD90,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD117,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD45RA,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD123,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD105,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD201,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD194,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD4-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD44-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD8a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD14,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD56-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD25,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD45RO,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD279,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TIGIT,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Rat-IgG2b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD20,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD335,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD294,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD31,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD44-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD133-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Podoplanin,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD140a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD140b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Cadherin,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD340,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD146,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD324,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,IgM,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD195,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD196,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD185,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD103,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD69,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD152,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD223,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD27,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD107a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD95,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD134,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,HLA-DR,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD1c,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD11b-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD64,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD141,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD1d,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD314,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD66b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD35,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD57,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD366,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD272,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD278,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD275-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD96,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD39,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD178,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CX3CR1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD24,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD21,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD79b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD66a/c/e,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD244,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD235ab,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Siglec-8,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD206,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD169,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD370,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,XCR1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Notch-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Integrin-7,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD268,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD42b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD54,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD62P,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD119,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Notch-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD68,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Rat-IgG1-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Rat-IgG1-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Rag-IgG2c,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD192,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD102,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD106,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD122,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD267,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD62E,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD135,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD41,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD137,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD43,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD163,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD83,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD357,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD59,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD309,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD124,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD13,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD184,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD29,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD303,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD49b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD61,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD81,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD98,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD177,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD55,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,IgD,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD18,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD28,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TSLPR,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD38-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD127,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD45-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD15,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD22,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD71,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,B7-H4,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD26-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD193,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD115,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD204,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD144,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD301,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD1a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD207,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD63,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD284,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD304,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD36,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD172a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD85g,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD38-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD243,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD72,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,MERTK,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,Folate,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TIM-4,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD171,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD325,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD93,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD200,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD338,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,C5L2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD235a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD49a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD49d,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD73,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD79a,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD9,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-V-7.2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-V-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-V-9,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,TCR-V-24-J-18,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD354,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD202b,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD305,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,LOX-1,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD203c,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD133-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD209,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD110,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD337,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD253,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD186,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD226,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD205,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD109,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD11a/CD18,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD126,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD164,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD142,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD307c/FcRL3,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD307d,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD307e,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD319,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD138-2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD99,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CLEC12A,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD16,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD161,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CCR10,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD271,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,GP130,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD199,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD45RB,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD46,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,VEGFR-3,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CLEC2,,legacy_v33_deterministic_feature_mask,224
P5,42,rna_only,CD26-2,,legacy_v33_deterministic_feature_mask,224
P5,42,random_size_matched_6,CD274,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_6,CD45RO,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_6,CD68,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_6,TCR-V-7.2,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_6,CD142,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_6,CD99,825421,random_feature_name_only_size_matched_to_targeted_mask,6
P5,42,random_size_matched_15,CD40,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD45-1,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD45RA,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD279,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD294,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD133-1,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD146,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD21,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD83,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,IgD,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD144,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD63,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD93,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD337,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,42,random_size_matched_15,CD126,825422,random_feature_name_only_size_matched_to_targeted_mask,15
P5,43,random_10,CD252,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD155,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD47,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD123,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD14,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD25,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,TIGIT,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD20,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD335,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD152,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD235ab,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD206,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,Notch-2,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD13,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD29,335431,legacy_v33_deterministic_feature_mask,22
P5,43,random_10,CD18,335431,legacy_v33_deterministic_feature_mask,22
